"customer_id","first_name","last_name","email","age","account_type","city","account_balance","total_liquid_assets","total_liabilities","net_position","rewards_points","customer_segment","credit_risk_profile","demographics"
16913,Michael,Baker,customer16913@kag.com,66,Current,Columbus,9982.28,10593.551,12995.25,-3012.9697,5111,Tier-2: High Value,Rejected Applicant,Male
12324,Donna,Robinson,customer12324@kag.com,38,Current,Phoenix,9982.04,11406.15,33703.98,-23721.941,3926,Tier-1: Premium,Rejected Applicant,Female
27730,Michelle,Taylor,customer27730@kag.com,47,Current,Austin,9981.99,11556.78,24296.281,-14314.291,7794,Tier-1: Premium,Low Risk,Other
11131,Joseph,Hall,customer11131@kag.com,18,Current,Fort Worth,9981.97,11280.81,2894.45,7087.5195,1280,Tier-3: Standard,Low Risk,Male
6476,Kevin,Robinson,customer6476@kag.com,30,Current,Fort Worth,9981.76,10017.71,11514.72,-1532.96,5388,Tier-2: High Value,Neutral,Male
60399,Linda,Flores,customer60399@kag.com,39,Current,Dallas,9981.54,11612.1,30360.08,-20378.54,9332,Tier-1: Premium,Low Risk,Female
26880,Joshua,Baker,customer26880@kag.com,36,Savings,El Paso,9981.38,14674.189,20032.23,-10050.851,6285,Tier-2: High Value,Neutral,Other
5516,Daniel,Robinson,customer5516@kag.com,57,Current,Austin,9981.27,14808.67,8966.26,1015.00977,483,Tier-2: High Value,Low Risk,Other
2959,Mary,Miller,mary.miller@kag.com,57,Current,Albuquerque,9981.26,13042.41,32313.16,-22331.9,9631,Tier-1: Premium,Rejected Applicant,Female
12455,Kevin,Hall,customer12455@kag.com,36,Current,Dallas,9981.21,14577.2,15712.17,-5730.96,9480,Tier-2: High Value,Rejected Applicant,Other
44072,William,Flores,customer44072@kag.com,69,Current,Memphis,9980.71,12951.77,22703.57,-12722.86,2779,Tier-2: High Value,Rejected Applicant,Male
61222,Charles,Taylor,customer61222@kag.com,53,Savings,Dallas,9980.69,10228.641,37621.598,-27640.906,6233,Tier-1: Premium,Rejected Applicant,Other
960,Matthew,Campbell,matthew.campbell@kag.com,25,Current,Louisville,9980.68,12686.68,42519.1,-32538.422,4968,Tier-1: Premium,Neutral,Other
96561,Christopher,Johnson,customer96561@kag.com,23,Savings,Memphis,9980.68,11265.189,19120.09,-9139.41,6330,Tier-2: High Value,Low Risk,Female
30204,Donna,Garcia,customer30204@kag.com,70,Current,Washington,9980.61,12081.75,8004.75,1975.8604,5889,Tier-3: Standard,Low Risk,Female
99978,Linda,Perez,customer99978@kag.com,50,Current,Fort Worth,9980.51,12703.39,50034.74,-40054.227,2367,Tier-1: Premium,Low Risk,Male
88589,William,Baker,customer88589@kag.com,49,Current,El Paso,9980.49,14912.721,7327.08,2653.4102,6832,Tier-2: High Value,Low Risk,Male
67244,Lisa,Allen,customer67244@kag.com,24,Current,Austin,9980.47,11022.76,43079.54,-33099.07,4929,Tier-1: Premium,Neutral,Female
69871,Amanda,Hall,customer69871@kag.com,69,Savings,Oklahoma City,9980.11,13977.131,29233.83,-19253.719,2778,Tier-1: Premium,Neutral,Female
7319,Charles,Rodriguez,customer7319@kag.com,41,Current,San Diego,9980.07,13735.01,17801.48,-7821.41,8844,Tier-2: High Value,Rejected Applicant,Other
64354,William,Baker,customer64354@kag.com,30,Savings,Fort Worth,9980.05,13677.02,15843.47,-5863.42,2757,Tier-2: High Value,Neutral,Female
19485,Lisa,Robinson,customer19485@kag.com,45,Current,Fort Worth,9979.98,10497.761,47139.812,-37159.832,5145,Tier-1: Premium,Neutral,Female
50633,Mark,Taylor,customer50633@kag.com,21,Current,Fresno,9979.87,14189.73,35706.56,-25726.688,4423,Tier-1: Premium,Low Risk,Male
58892,Michelle,King,customer58892@kag.com,49,Current,Memphis,9979.74,14906.57,30783.76,-20804.02,6407,Tier-1: Premium,Low Risk,Male
87132,Linda,Rodriguez,customer87132@kag.com,24,Current,Fresno,9979.33,14601.311,37847.05,-27867.72,850,Tier-1: Premium,Neutral,Female
21737,Joshua,Taylor,customer21737@kag.com,47,Savings,Fort Worth,9979.23,14071.75,20424.89,-10445.66,5893,Tier-2: High Value,Neutral,Other
57309,Donna,Young,customer57309@kag.com,36,Current,Memphis,9979.03,10411.96,9433.72,545.31055,3101,Tier-3: Standard,Rejected Applicant,Male
510,Robert,Martinez,robert.martinez@kag.com,21,Savings,Jacksonville,9979.0,13898.21,7878.69,2100.31,3023,Tier-2: High Value,Rejected Applicant,Male
37397,Linda,Taylor,customer37397@kag.com,60,Current,Philadelphia,9978.97,12304.09,11678.89,-1699.9199,1744,Tier-3: Standard,Neutral,Male
45590,Charles,Robinson,customer45590@kag.com,57,Savings,Oklahoma City,9978.74,13432.28,10968.53,-989.79004,1245,Tier-2: High Value,Low Risk,Male
45035,Amanda,Flores,customer45035@kag.com,39,Current,El Paso,9978.56,13585.609,27527.291,-17548.73,2288,Tier-1: Premium,Low Risk,Female
33514,Joseph,Young,customer33514@kag.com,32,Savings,Omaha,9978.5,12841.6,31357.91,-21379.41,5919,Tier-1: Premium,Rejected Applicant,Male
99877,Michael,Robinson,customer99877@kag.com,35,Current,Memphis,9978.5,14437.46,28896.738,-18918.238,3166,Tier-1: Premium,Low Risk,Other
36244,Michelle,Flores,customer36244@kag.com,39,Savings,San Diego,9978.49,14027.11,29813.71,-19835.22,5277,Tier-1: Premium,Low Risk,Female
52990,Donna,Torres,customer52990@kag.com,69,Savings,Phoenix,9978.12,14394.48,33374.56,-23396.438,5534,Tier-1: Premium,Neutral,Male
1363,Donald,Anderson,donald.anderson@kag.com,68,Savings,Detroit,9978.11,14307.311,17724.27,-7746.159,7339,Tier-2: High Value,Low Risk,Male
93935,Michael,King,customer93935@kag.com,40,Current,Atlanta,9977.9,12125.11,6926.82,3051.0806,1580,Tier-3: Standard,Low Risk,Female
44205,Daniel,Adams,customer44205@kag.com,56,Current,Louisville,9977.47,10946.38,6004.93,3972.5396,151,Tier-3: Standard,Neutral,Male
19905,Michael,Allen,customer19905@kag.com,56,Savings,Atlanta,9977.41,12222.891,27398.58,-17421.17,1145,Tier-1: Premium,Low Risk,Female
18915,Christopher,Johnson,customer18915@kag.com,41,Current,Atlanta,9977.32,11290.75,13214.76,-3237.4395,3432,Tier-2: High Value,Rejected Applicant,Male
80775,William,Allen,customer80775@kag.com,35,Savings,Oklahoma City,9977.28,10715.58,5164.05,4813.2305,3790,Tier-3: Standard,Low Risk,Male
77006,Amanda,Hall,customer77006@kag.com,61,Savings,Memphis,9977.25,13510.59,36436.57,-26459.32,45,Tier-1: Premium,Neutral,Male
80557,Michael,Flores,customer80557@kag.com,59,Current,San Diego,9977.24,13481.11,43206.01,-33228.773,6003,Tier-1: Premium,Rejected Applicant,Male
95680,Margaret,Perez,customer95680@kag.com,67,Savings,Austin,9977.15,12836.75,36314.76,-26337.611,4644,Tier-1: Premium,Rejected Applicant,Female
84652,Michael,Johnson,customer84652@kag.com,34,Current,Fresno,9976.93,13780.84,32507.56,-22530.63,5277,Tier-1: Premium,Low Risk,Female
58029,Daniel,Perez,customer58029@kag.com,47,Savings,El Paso,9976.83,14771.98,16256.16,-6279.33,7038,Tier-2: High Value,Rejected Applicant,Female
15972,Daniel,Allen,customer15972@kag.com,54,Current,Dallas,9976.68,13302.79,19295.79,-9319.109,4770,Tier-2: High Value,Low Risk,Male
33357,Nancy,King,customer33357@kag.com,23,Savings,Dallas,9976.6,14652.89,46247.57,-36270.97,5280,Tier-1: Premium,Rejected Applicant,Male
20743,Margaret,Robinson,customer20743@kag.com,58,Current,Atlanta,9976.52,11996.449,19658.74,-9682.221,7499,Tier-2: High Value,Low Risk,Female
61196,Joseph,Johnson,customer61196@kag.com,60,Current,San Diego,9976.47,14860.449,28428.46,-18451.992,4026,Tier-1: Premium,Low Risk,Male
98601,Kevin,King,customer98601@kag.com,50,Current,Fort Worth,9976.4,11510.11,34715.1,-24738.701,1534,Tier-1: Premium,Rejected Applicant,Female
20594,Amanda,Hall,customer20594@kag.com,51,Savings,Washington,9976.3,14003.66,45471.57,-35495.27,8664,Tier-1: Premium,Low Risk,Male
34218,Joshua,Baker,customer34218@kag.com,36,Current,Philadelphia,9976.3,12495.41,21564.549,-11588.249,4469,Tier-2: High Value,Rejected Applicant,Other
96066,Lisa,Martinez,customer96066@kag.com,58,Savings,Indianapolis,9976.29,13925.75,30497.469,-20521.18,6339,Tier-1: Premium,Rejected Applicant,Other
78155,Donna,Lee,customer78155@kag.com,50,Savings,Philadelphia,9976.2,10887.351,27873.52,-17897.32,238,Tier-1: Premium,Low Risk,Female
33847,Linda,Flores,customer33847@kag.com,28,Savings,Atlanta,9976.18,12531.3,17968.4,-7992.2207,9885,Tier-2: High Value,Low Risk,Other
66003,Joshua,Hall,customer66003@kag.com,47,Current,Louisville,9976.18,11308.43,20202.11,-10225.93,9760,Tier-2: High Value,Rejected Applicant,Male
77836,Mary,Martinez,customer77836@kag.com,19,Savings,Phoenix,9976.16,14239.34,35502.26,-25526.102,5789,Tier-1: Premium,Rejected Applicant,Male
15837,Margaret,Rodriguez,customer15837@kag.com,19,Current,Indianapolis,9976.15,11302.98,9212.399,763.751,8437,Tier-3: Standard,Neutral,Other
91224,Christopher,Moore,customer91224@kag.com,39,Current,Atlanta,9976.07,14659.61,42274.2,-32298.129,3634,Tier-1: Premium,Rejected Applicant,Other
50517,William,Lee,customer50517@kag.com,59,Current,Indianapolis,9975.97,13710.06,11857.96,-1881.9902,8711,Tier-2: High Value,Rejected Applicant,Male
13600,William,Baker,customer13600@kag.com,56,Savings,Columbus,9975.92,12373.96,12244.67,-2268.75,5556,Tier-3: Standard,Low Risk,Other
31744,Mark,Taylor,customer31744@kag.com,18,Savings,Indianapolis,9975.83,11416.04,49955.09,-39979.258,4379,Tier-1: Premium,Rejected Applicant,Male
41435,Joseph,Torres,customer41435@kag.com,26,Savings,Atlanta,9975.8,13842.92,17771.871,-7796.0713,7155,Tier-2: High Value,Rejected Applicant,Male
64358,Mark,Hall,customer64358@kag.com,45,Savings,Dallas,9975.56,13878.75,35042.45,-25066.89,4547,Tier-1: Premium,Neutral,Male
15574,Linda,Allen,customer15574@kag.com,68,Current,San Diego,9975.33,13296.07,16216.84,-6241.51,5874,Tier-2: High Value,Neutral,Other
37094,Mary,Taylor,customer37094@kag.com,27,Savings,San Diego,9975.31,13512.22,46612.87,-36637.562,1252,Tier-1: Premium,Rejected Applicant,Other
1856,Kimberly,Williams,kimberly.williams@kag.com,51,Current,Dallas,9975.27,11961.77,42681.48,-32706.21,8374,Tier-1: Premium,Low Risk,Female
48174,Lisa,Torres,customer48174@kag.com,33,Savings,Oklahoma City,9975.1,14740.609,6835.8096,3139.29,6374,Tier-2: High Value,Neutral,Male
43446,Daniel,Rodriguez,customer43446@kag.com,38,Current,Omaha,9974.93,10253.09,24418.83,-14443.9,4378,Tier-1: Premium,Low Risk,Male
43005,Mark,King,customer43005@kag.com,27,Savings,Indianapolis,9974.91,13947.82,43730.75,-33755.84,1450,Tier-1: Premium,Low Risk,Other
2705,Paul,Allen,paul.allen@kag.com,58,Savings,Las Vegas,9974.66,10725.37,11902.19,-1927.5303,4216,Tier-2: High Value,Rejected Applicant,Female
49637,Mark,Adams,customer49637@kag.com,52,Current,Philadelphia,9974.62,12624.59,49912.9,-39938.277,6768,Tier-1: Premium,Rejected Applicant,Female
94933,Michael,Rodriguez,customer94933@kag.com,32,Savings,San Diego,9974.6,12881.739,29527.51,-19552.91,2922,Tier-1: Premium,Low Risk,Other
99680,William,Martinez,customer99680@kag.com,22,Savings,Omaha,9974.54,10134.92,37326.83,-27352.29,4295,Tier-1: Premium,Low Risk,Male
86640,Lisa,Moore,customer86640@kag.com,18,Current,Oklahoma City,9974.54,11938.67,15673.97,-5699.4297,9680,Tier-2: High Value,Low Risk,Female
31159,Lisa,King,customer31159@kag.com,18,Savings,San Diego,9974.49,14610.76,52312.2,-42337.71,1627,Tier-1: Premium,Neutral,Other
74320,Lisa,Garcia,customer74320@kag.com,63,Current,San Diego,9974.35,12252.439,21410.93,-11436.58,8222,Tier-2: High Value,Neutral,Other
65497,Joseph,Martinez,customer65497@kag.com,35,Savings,Fresno,9974.32,12380.17,7248.38,2725.9404,9321,Tier-3: Standard,Neutral,Female
27554,Joseph,Torres,customer27554@kag.com,27,Savings,Atlanta,9974.26,10915.79,39879.223,-29904.963,4533,Tier-1: Premium,Neutral,Other
91305,Michael,Lee,customer91305@kag.com,63,Savings,Oklahoma City,9974.26,12952.77,30159.4,-20185.14,2093,Tier-1: Premium,Low Risk,Female
82915,Lisa,Baker,customer82915@kag.com,61,Savings,Philadelphia,9974.26,10882.17,37002.85,-27028.592,8219,Tier-1: Premium,Neutral,Other
73698,Joseph,Martinez,customer73698@kag.com,59,Savings,Memphis,9974.05,14840.24,35936.73,-25962.68,8325,Tier-1: Premium,Neutral,Female
24667,Donna,Johnson,customer24667@kag.com,47,Savings,Austin,9973.92,10730.99,7083.84,2890.08,934,Tier-3: Standard,Neutral,Male
46018,Kevin,Allen,customer46018@kag.com,66,Savings,Fort Worth,9973.73,11811.761,47221.742,-37248.01,2650,Tier-1: Premium,Neutral,Other
20013,Nancy,Adams,customer20013@kag.com,30,Savings,Austin,9973.47,11400.06,49708.56,-39735.09,1098,Tier-1: Premium,Low Risk,Male
86306,Joshua,Taylor,customer86306@kag.com,67,Savings,Phoenix,9973.45,10206.28,21173.36,-11199.909,884,Tier-1: Premium,Rejected Applicant,Male
70982,Amanda,Garcia,customer70982@kag.com,32,Savings,Austin,9973.31,10763.89,18487.46,-8514.151,8948,Tier-2: High Value,Neutral,Female
12342,Michelle,King,customer12342@kag.com,34,Savings,Fresno,9973.27,10802.409,18839.48,-8866.211,5921,Tier-2: High Value,Neutral,Female
94776,Amanda,Adams,customer94776@kag.com,27,Savings,Fort Worth,9973.23,11915.791,3361.23,6612.0005,6333,Tier-3: Standard,Neutral,Female
23594,Linda,Taylor,customer23594@kag.com,34,Current,Indianapolis,9973.21,14866.01,19382.059,-9408.849,5375,Tier-2: High Value,Rejected Applicant,Male
97808,Michael,Allen,customer97808@kag.com,42,Savings,Dallas,9973.02,11642.09,40814.09,-30841.07,4024,Tier-1: Premium,Neutral,Other
46749,Michelle,Wilson,customer46749@kag.com,31,Current,Columbus,9972.99,11769.01,28823.85,-18850.86,4439,Tier-1: Premium,Neutral,Other
28874,Michelle,Hall,customer28874@kag.com,23,Savings,Austin,9972.82,11013.73,8470.97,1501.8506,6006,Tier-3: Standard,Rejected Applicant,Other
13254,Amanda,Lee,customer13254@kag.com,18,Savings,Phoenix,9972.72,12261.199,18732.73,-8760.011,9427,Tier-2: High Value,Rejected Applicant,Other
12997,Amanda,Baker,customer12997@kag.com,40,Savings,Washington,9972.69,12301.48,11173.48,-1200.79,8546,Tier-3: Standard,Low Risk,Female
19466,Mark,Wilson,customer19466@kag.com,24,Current,Fresno,9972.65,14151.84,43930.51,-33957.86,8068,Tier-1: Premium,Neutral,Male
48329,Linda,King,customer48329@kag.com,66,Current,Memphis,9972.6,13124.289,21675.959,-11703.359,9505,Tier-2: High Value,Rejected Applicant,Other
58545,Joshua,Johnson,customer58545@kag.com,30,Current,Indianapolis,9972.48,9973.311,6534.63,3437.8506,317,Tier-3: Standard,Rejected Applicant,Other
31476,Charles,Taylor,customer31476@kag.com,29,Savings,Louisville,9972.29,11442.42,13706.55,-3734.2598,2048,Tier-2: High Value,Low Risk,Other
60934,Margaret,Moore,customer60934@kag.com,69,Savings,Dallas,9972.26,13510.99,17266.77,-7294.51,9539,Tier-2: High Value,Neutral,Other
37093,Mark,Robinson,customer37093@kag.com,25,Savings,Austin,9972.12,14755.0,40746.38,-30774.258,4242,Tier-1: Premium,Low Risk,Female
49337,Mary,Hall,customer49337@kag.com,20,Savings,Washington,9971.9,12813.84,25199.979,-15228.078,4411,Tier-1: Premium,Low Risk,Other
43269,Mark,Moore,customer43269@kag.com,43,Savings,San Diego,9971.69,13858.261,21982.201,-12010.511,1355,Tier-2: High Value,Rejected Applicant,Female
56776,Donna,Johnson,customer56776@kag.com,27,Savings,Omaha,9971.67,10497.77,27862.17,-17890.5,4154,Tier-1: Premium,Rejected Applicant,Male
58,Timothy,Carter,timothy.carter@kag.com,37,Savings,Indianapolis,9971.6,13665.38,25154.639,-15183.039,5456,Tier-1: Premium,Rejected Applicant,Other
39194,Charles,Garcia,customer39194@kag.com,48,Current,Dallas,9971.07,10632.62,36152.152,-26181.082,119,Tier-1: Premium,Rejected Applicant,Male
59149,Linda,Garcia,customer59149@kag.com,28,Savings,Philadelphia,9970.98,10658.2705,34025.93,-24054.95,6097,Tier-1: Premium,Low Risk,Female
53529,Kevin,Rodriguez,customer53529@kag.com,70,Savings,Oklahoma City,9970.78,14650.44,53839.12,-43868.34,6663,Tier-1: Premium,Neutral,Male
63065,Mary,Hall,customer63065@kag.com,23,Savings,Washington,9970.76,14090.21,21891.41,-11920.65,3259,Tier-2: High Value,Rejected Applicant,Female
6879,Joshua,King,customer6879@kag.com,34,Current,Atlanta,9970.42,10739.43,19946.79,-9976.369,895,Tier-2: High Value,Neutral,Other
94637,Mark,Allen,customer94637@kag.com,27,Current,Fresno,9970.13,10495.62,16302.08,-6331.95,4519,Tier-2: High Value,Low Risk,Female
45192,Ashley,Adams,customer45192@kag.com,51,Savings,Philadelphia,9970.12,13128.3,7317.9795,2652.1406,7592,Tier-2: High Value,Low Risk,Other
16416,Nancy,Adams,customer16416@kag.com,69,Current,Oklahoma City,9970.12,11106.65,12768.98,-2798.8604,5498,Tier-2: High Value,Neutral,Male
11400,Daniel,Moore,customer11400@kag.com,55,Savings,Phoenix,9970.08,13940.04,51776.76,-41806.68,5725,Tier-1: Premium,Low Risk,Female
36709,Michelle,Garcia,customer36709@kag.com,24,Current,Atlanta,9970.04,12729.5,25875.441,-15905.401,5663,Tier-1: Premium,Neutral,Female
74323,Mark,Flores,customer74323@kag.com,31,Current,Philadelphia,9969.98,13156.291,26092.531,-16122.551,7427,Tier-1: Premium,Neutral,Female
13330,Lisa,Taylor,customer13330@kag.com,30,Savings,Indianapolis,9969.93,14950.77,16548.309,-6578.379,1874,Tier-2: High Value,Rejected Applicant,Male
5725,Ashley,Torres,customer5725@kag.com,25,Savings,Columbus,9969.73,14134.74,14527.859,-4558.129,1171,Tier-2: High Value,Low Risk,Female
45271,Daniel,King,customer45271@kag.com,48,Savings,Atlanta,9969.61,11720.21,15770.39,-5800.7793,7853,Tier-2: High Value,Rejected Applicant,Male
55136,Kevin,Flores,customer55136@kag.com,40,Savings,San Diego,9969.52,11406.689,39041.652,-29072.133,2703,Tier-1: Premium,Low Risk,Male
98454,Joshua,Robinson,customer98454@kag.com,52,Current,Columbus,9969.49,14891.33,48800.36,-38830.867,2294,Tier-1: Premium,Rejected Applicant,Female
105,Linda,Hernandez,linda.hernandez@kag.com,27,Savings,Austin,9969.42,14966.529,18433.65,-8464.23,4710,Tier-2: High Value,Neutral,Male
61040,Joseph,Robinson,customer61040@kag.com,45,Savings,Columbus,9969.38,14445.24,32773.45,-22804.07,2878,Tier-1: Premium,Neutral,Other
62022,Joshua,Perez,customer62022@kag.com,35,Current,Omaha,9969.36,14131.34,49317.582,-39348.223,6132,Tier-1: Premium,Rejected Applicant,Other
88249,Kevin,Torres,customer88249@kag.com,26,Current,Dallas,9969.3,13712.35,26863.98,-16894.68,3402,Tier-1: Premium,Neutral,Male
36981,Donna,Young,customer36981@kag.com,34,Savings,Austin,9969.11,13497.351,10730.68,-761.56934,6852,Tier-2: High Value,Low Risk,Male
8787,Ashley,Hall,customer8787@kag.com,20,Current,Indianapolis,9969.09,11738.89,23361.182,-13392.092,6941,Tier-1: Premium,Low Risk,Other
40579,Donna,Torres,customer40579@kag.com,34,Savings,Fort Worth,9968.94,12587.09,39542.957,-29574.016,8553,Tier-1: Premium,Neutral,Female
22697,William,Martinez,customer22697@kag.com,69,Current,Fresno,9968.8,11751.18,7760.96,2207.8398,4209,Tier-3: Standard,Neutral,Other
68315,Christopher,Rodriguez,customer68315@kag.com,18,Current,Memphis,9968.68,12369.0,35661.742,-25693.062,6357,Tier-1: Premium,Rejected Applicant,Male
63950,Nancy,Torres,customer63950@kag.com,32,Current,Oklahoma City,9968.66,11864.07,31551.541,-21582.88,9684,Tier-1: Premium,Neutral,Male
17917,Linda,Martinez,customer17917@kag.com,23,Current,Oklahoma City,9968.61,10345.301,30405.58,-20436.969,3884,Tier-1: Premium,Neutral,Female
94467,Mary,Taylor,customer94467@kag.com,36,Savings,Columbus,9968.57,12087.83,47095.082,-37126.51,2420,Tier-1: Premium,Low Risk,Other
60436,Joshua,Allen,customer60436@kag.com,67,Current,Atlanta,9968.42,13036.5,19477.45,-9509.029,3473,Tier-2: High Value,Low Risk,Female
180,Ashley,Lee,ashley.lee@kag.com,32,Savings,Boston,9968.39,12586.97,52313.71,-42345.32,2004,Tier-1: Premium,Rejected Applicant,Female
76555,Michelle,Taylor,customer76555@kag.com,25,Current,San Diego,9968.3,14750.43,39980.72,-30012.418,7190,Tier-1: Premium,Rejected Applicant,Female
32726,William,Martinez,customer32726@kag.com,24,Current,Memphis,9968.29,10012.61,24570.25,-14601.96,1255,Tier-1: Premium,Low Risk,Other
42103,Amanda,Wilson,customer42103@kag.com,50,Savings,Omaha,9968.17,13252.07,40511.367,-30543.197,6412,Tier-1: Premium,Low Risk,Male
96597,Daniel,Baker,customer96597@kag.com,70,Current,Indianapolis,9968.1,12168.88,46513.973,-36545.875,1558,Tier-1: Premium,Low Risk,Male
28051,Michelle,Wilson,customer28051@kag.com,68,Savings,Dallas,9967.95,12180.891,20965.87,-10997.919,2348,Tier-2: High Value,Neutral,Female
44825,Donna,Johnson,customer44825@kag.com,50,Current,Fresno,9967.94,11283.92,36549.76,-26581.82,8612,Tier-1: Premium,Low Risk,Male
5780,Kevin,Adams,customer5780@kag.com,59,Savings,Louisville,9967.93,14763.59,45305.02,-35337.09,8062,Tier-1: Premium,Low Risk,Female
62311,Daniel,Adams,customer62311@kag.com,20,Current,Omaha,9967.78,10796.12,19015.78,-9047.999,711,Tier-2: High Value,Neutral,Male
94599,Joseph,Hall,customer94599@kag.com,58,Savings,Washington,9967.64,12821.43,51116.668,-41149.027,9506,Tier-1: Premium,Low Risk,Female
87583,Joshua,Garcia,customer87583@kag.com,59,Savings,Fort Worth,9967.6,11005.539,41047.23,-31079.63,609,Tier-1: Premium,Low Risk,Other
65836,Linda,Wilson,customer65836@kag.com,57,Savings,Fort Worth,9967.51,11814.42,25830.57,-15863.061,9886,Tier-1: Premium,Rejected Applicant,Female
98044,Donna,King,customer98044@kag.com,51,Current,Fresno,9967.4,12456.601,19511.94,-9544.539,295,Tier-2: High Value,Rejected Applicant,Male
39444,Mark,Robinson,customer39444@kag.com,29,Savings,Louisville,9967.28,11003.84,10645.83,-678.5498,9705,Tier-3: Standard,Low Risk,Other
33999,Michael,Moore,customer33999@kag.com,70,Savings,Indianapolis,9967.28,13482.96,6632.17,3335.1104,1944,Tier-2: High Value,Rejected Applicant,Male
36611,Donna,Martinez,customer36611@kag.com,38,Current,Atlanta,9967.09,10583.609,29112.66,-19145.57,7244,Tier-1: Premium,Rejected Applicant,Male
32418,Margaret,Robinson,customer32418@kag.com,30,Savings,San Diego,9967.04,14364.0,54226.7,-44259.66,9259,Tier-1: Premium,Neutral,Male
7598,Michael,Perez,customer7598@kag.com,60,Current,Dallas,9967.03,12726.601,51651.17,-41684.14,65,Tier-1: Premium,Neutral,Male
61536,Amanda,Moore,customer61536@kag.com,42,Current,Dallas,9967.02,10460.38,23561.809,-13594.789,8465,Tier-1: Premium,Rejected Applicant,Female
79186,William,Wilson,customer79186@kag.com,18,Savings,Omaha,9966.95,12467.59,28247.82,-18280.871,7230,Tier-1: Premium,Low Risk,Female
71154,Nancy,Baker,customer71154@kag.com,61,Savings,Oklahoma City,9966.9,14531.631,16498.51,-6531.6094,3885,Tier-2: High Value,Rejected Applicant,Male
10280,Margaret,Young,customer10280@kag.com,32,Savings,Washington,9966.85,11993.13,14458.84,-4491.99,5222,Tier-2: High Value,Rejected Applicant,Male
28597,Christopher,Perez,customer28597@kag.com,51,Savings,Louisville,9966.84,14412.18,8768.18,1198.6602,6241,Tier-2: High Value,Rejected Applicant,Male
16573,Linda,Martinez,customer16573@kag.com,43,Current,Omaha,9966.71,10279.37,6353.98,3612.73,6559,Tier-3: Standard,Low Risk,Male
7835,Lisa,Rodriguez,customer7835@kag.com,44,Current,Washington,9966.69,10404.0,42671.77,-32705.078,8775,Tier-1: Premium,Low Risk,Male
59337,Margaret,Garcia,customer59337@kag.com,32,Savings,Fort Worth,9966.66,11821.3,37410.55,-27443.89,550,Tier-1: Premium,Low Risk,Other
86948,Linda,Martinez,customer86948@kag.com,20,Current,Philadelphia,9966.65,12364.891,3625.25,6341.4004,3364,Tier-3: Standard,Rejected Applicant,Male
89871,Linda,Taylor,customer89871@kag.com,40,Current,El Paso,9966.59,11426.09,48014.26,-38047.67,8071,Tier-1: Premium,Rejected Applicant,Other
81656,Joshua,Flores,customer81656@kag.com,60,Savings,El Paso,9966.58,13120.4,6754.55,3212.0303,8727,Tier-2: High Value,Rejected Applicant,Male
4100,Ashley,Lopez,ashley.lopez@kag.com,49,Savings,Portland,9966.54,11124.84,5186.6504,4779.8896,7585,Tier-3: Standard,Low Risk,Female
40500,Lisa,Moore,customer40500@kag.com,19,Current,Louisville,9966.43,13843.42,19654.84,-9688.41,4686,Tier-2: High Value,Neutral,Female
9615,William,Rodriguez,customer9615@kag.com,60,Current,Omaha,9966.33,9982.71,30838.64,-20872.31,8481,Tier-1: Premium,Rejected Applicant,Other
21157,Joseph,Flores,customer21157@kag.com,27,Current,Washington,9966.26,10880.939,38157.7,-28191.44,3133,Tier-1: Premium,Rejected Applicant,Female
19172,Joshua,Martinez,customer19172@kag.com,64,Current,Indianapolis,9966.23,13693.15,6941.74,3024.4902,636,Tier-2: High Value,Neutral,Other
93819,Mary,Rodriguez,customer93819@kag.com,59,Current,San Diego,9966.13,12401.6,36523.93,-26557.8,1284,Tier-1: Premium,Low Risk,Male
38636,Nancy,Perez,customer38636@kag.com,58,Current,Atlanta,9965.98,10689.03,42011.742,-32045.762,4622,Tier-1: Premium,Low Risk,Other
90766,Mary,Hall,customer90766@kag.com,24,Current,Philadelphia,9965.9,11457.061,3487.4502,6478.45,3657,Tier-3: Standard,Rejected Applicant,Female
24183,Ashley,Garcia,customer24183@kag.com,24,Savings,Oklahoma City,9965.87,12051.71,19334.16,-9368.29,4274,Tier-2: High Value,Low Risk,Female
19839,Joshua,Taylor,customer19839@kag.com,56,Current,Austin,9965.84,10721.63,12059.5,-2093.6602,1964,Tier-2: High Value,Rejected Applicant,Other
32471,Lisa,Adams,customer32471@kag.com,46,Current,Louisville,9965.79,12454.13,19866.62,-9900.829,9291,Tier-2: High Value,Rejected Applicant,Other
48624,Nancy,Garcia,customer48624@kag.com,44,Savings,Indianapolis,9965.78,12184.631,32133.799,-22168.02,3946,Tier-1: Premium,Low Risk,Female
78138,Mary,Lee,customer78138@kag.com,49,Savings,Memphis,9965.75,11922.26,31720.0,-21754.25,3614,Tier-1: Premium,Rejected Applicant,Female
33960,Mary,King,customer33960@kag.com,66,Savings,Atlanta,9965.64,10096.409,41344.78,-31379.14,6875,Tier-1: Premium,Neutral,Other
38674,Linda,Taylor,customer38674@kag.com,67,Current,Dallas,9965.58,14537.92,48078.43,-38112.85,5888,Tier-1: Premium,Neutral,Female
31333,Margaret,King,customer31333@kag.com,53,Savings,Fort Worth,9965.3,13008.35,13191.08,-3225.7803,505,Tier-2: High Value,Neutral,Female
59530,Daniel,Moore,customer59530@kag.com,60,Current,Oklahoma City,9965.23,12791.36,51264.68,-41299.45,1373,Tier-1: Premium,Low Risk,Female
